WORK_TIME,FAMILY_INCOME,PERSONAL_INCOME,CREDIT,TERM,FST_PAYMENT,AGREEMENT_RK,TARGET,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,FL_PRESENCE_FL,OWN_AUTO,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
36.0,от 20000 до 50000 руб.,13000.0,3500.0,6,3000.0,66762769,0,45,1,Среднее,Состою в браке,2,2,1,0,0,0,2,2
144.0,от 20000 до 50000 руб.,20000.0,2390.0,3,3000.0,66762936,0,32,0,Высшее,Состою в браке,1,1,1,0,0,0,1,1
24.0,от 10000 до 20000 руб.,13000.0,13140.0,6,1500.0,66762974,0,25,0,Высшее,Не состоял в браке,0,0,1,0,0,1,1,1
47.0,от 10000 до 20000 руб.,14000.0,20960.0,6,7000.0,66763141,0,50,1,Среднее,Вдовец/Вдова,1,1,1,0,1,0,2,2
26.0,от 20000 до 50000 руб.,25000.0,20990.0,9,3000.0,66763589,0,24,1,Высшее,Не состоял в браке,0,0,1,0,0,0,1,1
24.0,от 10000 до 20000 руб.,16000.0,11167.0,6,5000.0,66763616,0,33,1,Среднее,Разведен(а),1,1,1,0,1,0,4,4
36.0,от 5000 до 10000 руб.,7500.0,10374.0,3,15000.0,66764217,1,34,1,Высшее,Не состоял в браке,1,1,1,0,1,0,3,3
228.0,от 10000 до 20000 руб.,15000.0,33850.0,10,3800.0,66764296,0,42,0,Среднее,Состою в браке,2,1,1,0,1,1,2,1
132.0,от 20000 до 50000 руб.,20000.0,11340.0,6,5250.0,66764485,0,33,0,Среднее,Не состоял в браке,0,0,1,0,1,0,5,5
24.0,от 10000 до 20000 руб.,7500.0,7940.0,3,3000.0,66764497,0,26,1,Среднее,Состою в браке,2,2,1,0,0,0,2,2
180.0,от 10000 до 20000 руб.,8000.0,5399.0,6,2000.0,66764503,0,45,0,Среднее,Состою в браке,2,1,1,0,0,0,2,2
22.0,от 20000 до 50000 руб.,20000.0,48000.0,6,10000.0,66764801,0,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,1,1
72.0,от 10000 до 20000 руб.,17000.0,5243.0,6,2247.0,66764899,0,31,0,Среднее,Состою в браке,2,1,1,0,0,0,3,3
97.0,от 10000 до 20000 руб.,11000.0,12950.0,6,2300.0,66765153,0,60,1,Неполное среднее,Состою в браке,2,0,1,1,1,0,3,3
100.0,от 10000 до 20000 руб.,9500.0,5632.0,3,10000.0,66765253,0,30,1,Среднее,Состою в браке,1,1,1,0,0,0,1,1
132.0,от 20000 до 50000 руб.,10000.0,24858.0,12,4387.0,66765454,0,50,1,Среднее специальное,Состою в браке,3,0,1,0,0,0,1,1
60.0,свыше 50000 руб.,25000.0,3490.0,3,3000.0,66765588,0,35,1,Высшее,Состою в браке,2,2,1,0,1,0,5,5
6.0,от 20000 до 50000 руб.,15000.0,5888.0,6,1000.0,66765718,0,46,0,Среднее,Состою в браке,3,0,1,0,0,0,6,6
60.0,от 10000 до 20000 руб.,13000.0,18376.0,6,2045.0,66765766,0,23,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,1,0,1,1
75.0,от 10000 до 20000 руб.,12000.0,4500.0,3,5075.84,66765952,0,48,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,1,1,1
24.0,от 10000 до 20000 руб.,12000.0,4804.0,10,1786.0,66766062,1,60,0,Среднее,Состою в браке,1,1,1,1,1,1,3,3
12.0,от 10000 до 20000 руб.,11000.0,13490.0,3,1500.0,66766064,0,55,0,Высшее,Состою в браке,0,0,1,0,0,0,1,1
30.0,от 10000 до 20000 руб.,8000.0,11880.0,10,1320.0,66766212,0,28,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,1
39.0,от 20000 до 50000 руб.,12000.0,3170.0,6,353.0,66766234,0,42,1,Высшее,Состою в браке,2,2,1,0,0,0,2,2
92.0,от 10000 до 20000 руб.,5000.0,4000.0,3,4000.0,66766430,0,37,1,Среднее,Состою в браке,2,2,1,0,0,0,1,1
35.0,от 20000 до 50000 руб.,30000.0,8990.0,6,1000.0,66766489,0,31,0,Среднее,Не состоял в браке,0,0,1,0,1,0,5,4
288.0,от 20000 до 50000 руб.,13000.0,17310.0,12,4000.0,66766723,0,45,1,Среднее,Вдовец/Вдова,2,0,1,0,0,1,3,2
36.0,от 10000 до 20000 руб.,9000.0,3337.0,3,1000.0,66766831,0,33,0,Среднее,Состою в браке,2,2,1,0,0,0,1,1
84.0,от 10000 до 20000 руб.,11000.0,4790.0,5,0.0,66766833,0,31,1,Среднее,Состою в браке,2,2,1,0,0,0,2,2
6.0,от 20000 до 50000 руб.,12000.0,11880.0,6,1330.0,66767150,0,35,0,Среднее,Состою в браке,2,1,1,0,1,0,2,2
156.0,от 20000 до 50000 руб.,20000.0,5355.0,6,1000.0,66767184,0,35,1,Среднее специальное,Разведен(а),1,0,1,0,1,0,1,1
19.0,от 5000 до 10000 руб.,10000.0,17000.0,12,2000.0,66767535,0,32,1,Среднее,Разведен(а),1,1,1,0,1,0,3,2
8.0,от 20000 до 50000 руб.,13000.0,30720.0,6,7600.0,66767641,1,26,1,Высшее,Состою в браке,0,0,1,0,0,0,1,1
30.0,от 20000 до 50000 руб.,10000.0,4490.0,10,500.0,66767708,0,31,1,Среднее,Состою в браке,0,0,1,0,1,0,3,3
36.0,от 10000 до 20000 руб.,6000.0,9550.0,10,1100.0,66767784,0,29,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,1
4.0,от 10000 до 20000 руб.,6000.0,3998.0,3,2500.0,66767891,0,48,1,Среднее специальное,Состою в браке,3,1,1,0,1,0,1,1
270.0,от 20000 до 50000 руб.,20000.0,28308.0,7,3600.0,66767975,0,43,0,Среднее,Состою в браке,1,2,1,0,1,0,1,1
14.0,от 10000 до 20000 руб.,10000.0,5990.0,6,1500.0,66768278,1,21,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,1
72.0,от 10000 до 20000 руб.,9900.0,11300.0,10,5000.0,66768449,0,28,1,Среднее,Состою в браке,2,1,1,0,0,0,2,1
48.0,от 10000 до 20000 руб.,7000.0,5190.0,6,600.0,66768662,1,37,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,5,4
12.0,от 10000 до 20000 руб.,15000.0,8000.0,3,8000.0,66768856,0,24,1,Среднее,Не состоял в браке,0,0,1,0,1,0,1,1
28.0,от 5000 до 10000 руб.,9000.0,7798.0,4,11548.0,66768933,0,28,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,1
84.0,от 10000 до 20000 руб.,15000.0,4390.0,6,0.0,66769398,0,31,1,Высшее,Не состоял в браке,1,1,1,0,0,0,3,3
168.0,от 20000 до 50000 руб.,21000.0,6313.0,3,6500.0,66769472,0,36,1,Среднее,Состою в браке,1,0,1,0,0,0,2,2
22.0,свыше 50000 руб.,34000.0,69500.0,24,8000.0,66769506,0,25,1,Высшее,Состою в браке,0,0,1,0,0,0,1,1
180.0,от 5000 до 10000 руб.,9000.0,10373.0,6,1152.0,66769539,0,38,1,Среднее,Не состоял в браке,0,0,1,0,0,0,2,2
16.0,от 10000 до 20000 руб.,8000.0,5490.0,9,1000.0,66769762,0,22,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,2,1
84.0,от 10000 до 20000 руб.,10000.0,20000.0,10,3249.0,66769943,0,30,1,Высшее,Разведен(а),1,1,1,0,0,0,3,3
67.0,от 10000 до 20000 руб.,12000.0,6690.0,6,1000.0,66770037,0,50,0,Среднее,Состою в браке,3,0,1,0,0,0,3,3
6.0,от 20000 до 50000 руб.,12000.0,3377.0,6,400.0,66770309,0,37,1,Высшее,Состою в браке,1,0,1,0,1,0,1,1
60.0,от 20000 до 50000 руб.,14000.0,5131.0,6,159.0,66770460,0,36,1,Среднее,Состою в браке,1,0,1,0,1,0,2,2
72.0,от 20000 до 50000 руб.,25000.0,17000.0,12,2000.0,66770570,0,33,0,Среднее,Состою в браке,1,0,1,0,1,1,2,2
108.0,от 20000 до 50000 руб.,10000.0,22050.0,6,6000.0,66770588,0,37,1,Неоконченное высшее,Состою в браке,1,1,1,0,0,0,2,2
312.0,от 10000 до 20000 руб.,11000.0,27370.0,12,4110.0,66770876,0,52,1,Среднее,Состою в браке,0,0,1,0,0,0,3,2
24.0,от 10000 до 20000 руб.,14000.0,3870.0,5,430.0,66770885,0,41,1,Высшее,Не состоял в браке,2,2,1,0,1,0,4,4
120.0,от 10000 до 20000 руб.,15000.0,6990.0,10,1000.0,66771327,0,30,1,Среднее,Разведен(а),2,2,1,0,0,0,2,1
9.0,от 10000 до 20000 руб.,14000.0,7799.0,3,1200.0,66771438,0,31,1,Среднее специальное,Вдовец/Вдова,2,2,1,0,0,0,3,3
60.0,от 20000 до 50000 руб.,6600.0,4177.0,6,737.0,66771469,0,40,1,Среднее,Состою в браке,2,2,1,0,0,0,2,2
18.0,от 10000 до 20000 руб.,18000.0,5699.0,9,3000.0,66771520,0,53,0,Среднее специальное,Разведен(а),0,0,1,1,0,0,1,1
48.0,от 20000 до 50000 руб.,10500.0,31500.0,24,3500.0,66771537,0,38,1,Высшее,Состою в браке,1,1,1,0,0,0,4,3
204.0,от 10000 до 20000 руб.,10000.0,30313.0,6,4000.0,66771638,0,50,1,Среднее специальное,Не состоял в браке,2,0,1,0,0,0,3,3
216.0,от 20000 до 50000 руб.,8350.0,11288.0,10,1255.0,66771654,0,38,1,Среднее,Состою в браке,3,3,1,0,1,0,2,2
60.0,от 20000 до 50000 руб.,20000.0,30599.0,10,3400.0,66771811,0,55,1,Среднее,Не состоял в браке,1,0,1,1,0,0,2,2
84.0,от 10000 до 20000 руб.,13000.0,3880.0,5,300.0,66771815,0,33,1,Среднее,Не состоял в браке,1,1,1,0,0,0,4,4
84.0,от 20000 до 50000 руб.,9000.0,6100.0,12,700.0,66771820,0,31,1,Высшее,Состою в браке,1,1,1,0,0,0,1,1
84.0,от 20000 до 50000 руб.,10000.0,24300.0,10,2700.0,66771914,0,24,1,Два и более высших образования,Не состоял в браке,0,0,1,0,0,0,3,2
24.0,от 10000 до 20000 руб.,10000.0,9000.0,6,1000.0,66772103,1,45,1,Среднее,Разведен(а),0,0,1,0,1,0,1,1
24.0,от 20000 до 50000 руб.,20000.0,10248.0,6,4450.0,66772338,0,27,0,Неоконченное высшее,Гражданский брак,1,1,1,0,0,0,1,1
60.0,от 10000 до 20000 руб.,15000.0,14050.0,10,3550.0,66772729,0,44,1,Среднее,Состою в браке,0,0,1,0,0,0,5,4
180.0,от 10000 до 20000 руб.,8000.0,10440.0,10,1160.0,66772944,0,53,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,4,3
132.0,свыше 50000 руб.,15000.0,6594.0,6,421.0,66772955,0,36,1,Высшее,Разведен(а),1,1,1,0,0,0,2,2
108.0,от 10000 до 20000 руб.,8000.0,25420.0,12,2830.0,66772992,0,46,1,Среднее,Состою в браке,2,0,1,1,0,0,2,2
60.0,от 10000 до 20000 руб.,7000.0,5650.0,10,2450.0,66773052,0,34,0,Среднее,Гражданский брак,1,1,1,0,0,0,1,1
60.0,от 10000 до 20000 руб.,7000.0,5930.0,9,711.0,66773331,0,33,1,Среднее,Состою в браке,2,2,1,0,0,1,2,2
60.0,от 10000 до 20000 руб.,6500.0,27493.0,12,3055.0,66773433,0,26,1,Среднее специальное,Состою в браке,1,1,1,0,0,1,2,2
49.0,от 10000 до 20000 руб.,8000.0,4450.0,6,2500.0,66773474,1,40,1,Среднее,Вдовец/Вдова,2,2,1,0,0,0,2,2
27.0,от 10000 до 20000 руб.,11000.0,5706.0,6,2000.0,66773509,0,26,0,Среднее,Состою в браке,2,2,1,0,0,0,3,2
56.0,от 20000 до 50000 руб.,11000.0,8300.0,3,5000.0,66773807,0,47,1,Высшее,Состою в браке,2,1,1,0,1,0,3,3
36.0,от 5000 до 10000 руб.,6000.0,5942.0,6,1048.0,66773873,0,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,1
192.0,от 10000 до 20000 руб.,14000.0,13950.0,3,1550.0,66773911,1,61,0,Высшее,Состою в браке,4,0,1,0,0,0,2,2
84.0,от 10000 до 20000 руб.,12000.0,7342.0,3,1500.0,66774126,1,54,1,Среднее специальное,Состою в браке,2,0,1,1,0,0,1,1
240.0,от 20000 до 50000 руб.,20000.0,13800.0,6,10000.0,66774155,0,50,0,Высшее,Состою в браке,1,0,1,0,0,0,1,1
12.0,от 20000 до 50000 руб.,25000.0,21890.0,3,8100.0,66774177,0,51,1,Среднее,Состою в браке,0,0,1,0,1,0,2,2
18.0,от 10000 до 20000 руб.,8500.0,12236.0,12,1360.0,66774242,0,24,1,Среднее,Гражданский брак,0,0,1,0,0,0,2,1
84.0,от 20000 до 50000 руб.,15000.0,12120.0,12,2140.0,66774264,0,38,0,Среднее,Состою в браке,0,0,1,0,0,0,2,2
66.0,от 20000 до 50000 руб.,25000.0,6186.7,3,4000.0,66774293,0,28,0,Среднее,Состою в браке,1,1,1,0,0,1,4,3
24.0,от 10000 до 20000 руб.,18000.0,16800.0,6,3000.0,66774431,0,58,1,Высшее,Вдовец/Вдова,2,0,1,1,1,0,6,6
18.0,от 10000 до 20000 руб.,20000.0,10490.91,6,10000.0,66774489,0,49,1,Высшее,Состою в браке,0,0,1,0,0,1,1,1
54.0,от 10000 до 20000 руб.,10000.0,16260.0,12,1800.0,66774573,0,39,1,Среднее,Разведен(а),1,1,1,0,1,0,2,2
220.0,от 20000 до 50000 руб.,30000.0,54738.0,24,0.0,66774742,0,64,1,Среднее специальное,Состою в браке,3,0,1,1,0,0,1,1
36.0,от 20000 до 50000 руб.,8000.0,10969.0,6,1220.0,66774754,0,37,1,Среднее специальное,Состою в браке,2,2,1,0,1,0,2,2
120.0,от 10000 до 20000 руб.,10000.0,7815.0,12,0.0,66774835,1,35,1,Среднее,Разведен(а),1,1,1,0,1,0,2,2
1.0,от 10000 до 20000 руб.,7000.0,4525.0,6,1000.0,66774917,1,24,1,Среднее,Состою в браке,0,0,1,0,0,0,1,1
36.0,от 10000 до 20000 руб.,10500.0,23990.0,12,6000.0,66774929,0,45,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,1
36.0,от 20000 до 50000 руб.,20000.0,27714.0,10,5000.0,66775080,0,25,0,Высшее,Состою в браке,2,2,1,0,0,0,3,2
203.0,от 20000 до 50000 руб.,12500.0,14600.0,12,1600.0,66775268,0,57,1,Среднее,Состою в браке,0,0,1,0,0,0,3,2
19.0,от 10000 до 20000 руб.,12000.0,3460.0,6,2500.0,66776006,0,57,1,Среднее,Вдовец/Вдова,2,0,1,0,0,0,2,2
8.0,от 10000 до 20000 руб.,5000.0,13301.0,12,7000.0,66776053,0,30,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,1
72.0,от 10000 до 20000 руб.,5000.0,5340.0,6,100.0,66776311,0,38,1,Неоконченное высшее,Состою в браке,2,2,1,0,0,0,4,4
60.0,от 20000 до 50000 руб.,14000.0,18100.0,12,2900.0,66776316,0,44,1,Высшее,Не состоял в браке,0,0,1,0,0,1,2,2
72.0,от 10000 до 20000 руб.,15000.0,15290.0,8,1700.0,66776751,0,25,0,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,5,5
24.0,от 20000 до 50000 руб.,14000.0,19269.0,10,9000.0,66777276,0,26,0,Неоконченное высшее,Не состоял в браке,1,1,1,0,0,0,2,2
28.0,от 5000 до 10000 руб.,10000.0,12800.0,12,5000.0,66777278,0,45,1,Среднее,Разведен(а),2,1,1,0,0,0,2,2
24.0,от 10000 до 20000 руб.,15000.0,11800.0,3,5000.0,66777372,0,31,1,Высшее,Не состоял в браке,0,0,1,0,0,0,2,2
18.0,от 10000 до 20000 руб.,10000.0,16990.0,6,1890.0,66777499,0,40,1,Среднее,Не состоял в браке,1,1,1,0,0,1,4,4
210.0,от 10000 до 20000 руб.,13000.0,16300.0,6,0.0,66777534,0,59,1,Среднее,Разведен(а),2,0,1,1,1,0,5,4
36.0,от 10000 до 20000 руб.,7400.0,4099.0,4,0.0,66777692,0,51,1,Среднее,Состою в браке,3,0,1,0,0,0,2,2
24.0,от 10000 до 20000 руб.,15000.0,10844.0,6,3500.0,66777809,0,29,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,2,1
24.0,от 10000 до 20000 руб.,8000.0,3510.0,3,390.0,66777815,0,34,1,Среднее,Состою в браке,1,1,1,0,1,0,2,2
29.0,от 10000 до 20000 руб.,14000.0,4079.0,4,0.0,66777902,0,30,0,Среднее,Состою в браке,2,2,1,0,0,0,3,3
216.0,от 20000 до 50000 руб.,15000.0,3542.0,3,1000.0,66777970,0,40,1,Высшее,Состою в браке,2,1,1,0,0,1,4,4
12.0,от 10000 до 20000 руб.,13000.0,11689.0,10,1500.0,66777996,0,22,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,0,0,1,1
264.0,от 10000 до 20000 руб.,10000.0,20863.0,12,3000.0,66778258,0,43,0,Среднее,Состою в браке,1,1,1,0,1,0,3,2
348.0,от 20000 до 50000 руб.,15000.0,31050.0,10,3450.0,66778314,0,55,1,Высшее,Состою в браке,2,0,1,0,1,0,1,1
15.0,от 20000 до 50000 руб.,15000.0,4405.0,3,0.0,66778384,0,31,1,Высшее,Не состоял в браке,1,1,1,0,0,0,1,1
60.0,от 20000 до 50000 руб.,12000.0,21550.0,8,5000.0,66778697,0,27,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,2,2
48.0,от 5000 до 10000 руб.,4000.0,13600.0,10,1550.0,66778938,0,42,1,Среднее,Гражданский брак,2,0,1,0,0,0,2,2
24.0,от 10000 до 20000 руб.,9000.0,3650.0,3,2500.0,66779134,0,40,1,Среднее,Разведен(а),2,2,1,0,0,0,1,1
36.0,от 10000 до 20000 руб.,7000.0,6732.0,6,748.0,66779268,0,32,1,Среднее,Состою в браке,1,1,1,0,0,0,3,3
36.0,от 10000 до 20000 руб.,9500.0,10000.0,12,3450.0,66779450,1,31,1,Среднее,Состою в браке,2,2,1,0,0,0,3,3
26.0,свыше 50000 руб.,25000.0,10525.0,4,10525.0,66779596,0,40,0,Среднее,Состою в браке,2,2,1,0,1,1,2,2
24.0,от 10000 до 20000 руб.,12600.0,16720.0,6,1860.0,66779783,0,27,1,Высшее,Состою в браке,1,1,1,0,0,0,1,1
60.0,от 20000 до 50000 руб.,12000.0,21800.0,6,2500.0,66779953,0,43,1,Высшее,Состою в браке,1,0,1,0,1,0,5,4
60.0,от 5000 до 10000 руб.,7000.0,18027.0,6,5000.0,66780157,0,28,1,Среднее,Состою в браке,0,0,1,0,0,1,5,5
12.0,свыше 50000 руб.,18000.0,35900.0,6,5022.0,66780241,0,25,1,Высшее,Не состоял в браке,0,0,1,0,0,0,1,1
60.0,от 10000 до 20000 руб.,7300.0,5650.0,4,1410.0,66780284,0,32,1,Среднее специальное,Разведен(а),1,1,1,0,1,0,1,1
180.0,от 20000 до 50000 руб.,23000.0,17593.0,10,2000.0,66780391,0,40,1,Среднее,Не состоял в браке,3,2,1,0,1,0,2,2
16.0,от 10000 до 20000 руб.,12000.0,4095.0,3,455.0,66780396,0,30,0,Среднее,Состою в браке,2,2,1,0,0,0,3,3
108.0,от 10000 до 20000 руб.,12000.0,4499.0,6,500.0,66780401,0,30,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,1,1
31.0,от 10000 до 20000 руб.,11000.0,19382.0,6,4000.0,66780669,0,33,1,Высшее,Не состоял в браке,0,0,1,0,1,0,2,2
9.0,от 10000 до 20000 руб.,13000.0,12499.0,6,1500.5,66781070,0,26,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,2,2
96.0,от 10000 до 20000 руб.,12000.0,8445.0,12,2000.0,66781128,1,33,0,Среднее специальное,Состою в браке,1,1,1,0,1,0,3,3
180.0,от 20000 до 50000 руб.,20000.0,4510.0,3,2000.0,66781597,0,43,1,Высшее,Состою в браке,1,1,1,0,1,0,3,3
240.0,от 10000 до 20000 руб.,4000.0,4220.0,3,470.0,66781598,0,45,1,Среднее,Состою в браке,2,0,1,0,0,0,2,2
60.0,от 10000 до 20000 руб.,10000.0,3590.0,6,400.0,66781874,0,36,1,Среднее,Состою в браке,2,2,1,0,0,0,4,4
60.0,от 10000 до 20000 руб.,13000.0,16647.0,6,0.0,66781896,0,55,1,Среднее,Не состоял в браке,0,0,1,0,0,0,3,3
6.0,от 5000 до 10000 руб.,8000.0,3990.0,4,1500.95,66781935,0,51,1,Среднее,Не состоял в браке,0,0,1,0,0,0,1,1
120.0,от 10000 до 20000 руб.,8000.0,17398.1,6,2000.0,66782305,0,30,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,1
186.0,от 20000 до 50000 руб.,20000.0,10024.0,4,4851.0,66782513,0,56,1,Среднее специальное,Состою в браке,0,0,1,0,1,0,2,2
96.0,от 10000 до 20000 руб.,10000.0,4310.0,3,0.0,66782570,1,35,1,Высшее,Состою в браке,1,1,1,0,1,0,2,2
144.0,от 10000 до 20000 руб.,18000.0,10990.0,6,2000.0,66782719,0,47,1,Высшее,Не состоял в браке,1,0,1,0,1,0,3,3
120.0,от 10000 до 20000 руб.,15000.0,18668.0,12,2080.0,66782726,0,34,0,Среднее специальное,Состою в браке,2,2,1,0,0,1,4,3
36.0,от 10000 до 20000 руб.,10000.0,10580.0,12,2000.0,66827835,0,38,1,Высшее,Состою в браке,0,0,1,0,1,1,4,3
12.0,от 10000 до 20000 руб.,10000.0,28000.0,10,5000.0,66827859,0,34,1,Среднее,Разведен(а),1,1,1,0,0,0,3,2
120.0,от 10000 до 20000 руб.,12000.0,16200.0,10,1800.0,66827989,0,31,0,Среднее,Состою в браке,1,1,1,0,0,1,4,3
30.0,от 10000 до 20000 руб.,12000.0,14590.0,6,8000.0,66828069,0,41,0,Среднее,Не состоял в браке,2,2,1,0,0,0,3,3
48.0,от 20000 до 50000 руб.,18000.0,9902.0,6,2898.0,66828109,0,29,0,Среднее,Состою в браке,2,2,1,0,1,0,2,2
16.0,от 20000 до 50000 руб.,15000.0,9338.0,6,2000.0,66828156,0,46,1,Высшее,Состою в браке,0,0,1,0,1,0,2,2
60.0,от 10000 до 20000 руб.,19000.0,17173.0,6,2000.0,66828304,0,28,0,Среднее,Состою в браке,1,1,1,0,0,0,4,4
96.0,от 10000 до 20000 руб.,8000.0,24675.85,10,5500.0,66828570,0,31,1,Среднее,Состою в браке,2,2,1,0,0,0,3,2
48.0,от 10000 до 20000 руб.,8300.0,5297.0,6,1000.0,66828724,0,25,0,Среднее,Не состоял в браке,0,0,1,0,0,0,2,2
60.0,от 10000 до 20000 руб.,10000.0,3199.2,6,600.0,66828843,1,35,1,Среднее,Не состоял в браке,2,2,1,0,0,0,3,2
60.0,от 10000 до 20000 руб.,15000.0,6393.0,5,4000.0,66828845,0,34,0,Среднее,Не состоял в браке,0,0,1,0,0,1,3,3
28.0,от 20000 до 50000 руб.,19000.0,11133.0,11,1970.0,66829087,1,41,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,1
60.0,от 5000 до 10000 руб.,6000.0,3860.0,6,430.0,66829192,0,33,0,Среднее,Разведен(а),1,1,1,0,0,0,3,3
36.0,свыше 50000 руб.,40000.0,6049.0,3,4500.0,66829310,0,29,0,Высшее,Состою в браке,0,0,1,0,1,1,1,1
132.0,от 10000 до 20000 руб.,8000.0,9879.0,6,2000.0,66829433,0,43,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,4,3
39.0,от 10000 до 20000 руб.,10000.0,3000.0,3,2350.0,66829453,0,34,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,3,3
360.0,от 10000 до 20000 руб.,9000.0,20000.0,6,5000.0,66829551,0,54,1,Среднее,Не состоял в браке,0,0,1,0,1,0,1,1
84.0,от 10000 до 20000 руб.,12000.0,12150.0,6,3100.0,66829713,0,29,0,Неполное среднее,Состою в браке,0,0,1,0,0,0,2,2
60.0,от 10000 до 20000 руб.,8500.0,16416.0,12,1824.0,66830030,0,26,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,2,1
2.0,от 5000 до 10000 руб.,4400.0,15490.0,9,0.0,66830155,0,31,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,1
180.0,от 10000 до 20000 руб.,10000.0,4217.0,3,470.0,66830324,0,36,0,Неполное среднее,Состою в браке,2,2,1,0,0,0,3,3
48.0,от 20000 до 50000 руб.,18000.0,3990.0,4,400.0,66830336,1,42,0,Среднее,Состою в браке,3,3,1,0,0,0,4,4
72.0,от 5000 до 10000 руб.,7000.0,3290.0,3,1000.0,66830429,0,27,1,Высшее,Состою в браке,1,1,1,0,0,0,2,2
30.0,от 10000 до 20000 руб.,11000.0,5562.0,10,618.0,66830603,0,56,1,Среднее,Не состоял в браке,1,0,1,0,1,0,3,3
72.0,от 10000 до 20000 руб.,12500.0,14190.0,6,2000.0,66830757,0,53,1,Среднее,Состою в браке,3,0,1,0,1,1,2,2
9.0,от 10000 до 20000 руб.,6000.0,10854.0,3,336.0,66830974,0,51,1,Среднее специальное,Состою в браке,1,0,1,0,0,0,1,1
18.0,от 10000 до 20000 руб.,8000.0,3110.0,6,2000.0,66830992,0,25,1,Высшее,Состою в браке,1,1,1,0,1,0,3,2
300.0,от 10000 до 20000 руб.,15000.0,5200.0,6,1500.0,66831133,0,54,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,4,3
96.0,от 20000 до 50000 руб.,7000.0,11398.0,10,0.0,66831255,1,44,1,Среднее,Состою в браке,2,1,1,0,1,0,3,2
60.0,от 20000 до 50000 руб.,15000.0,10260.0,12,1140.0,66831682,0,49,0,Среднее,Состою в браке,1,1,1,0,0,1,2,1
96.0,от 10000 до 20000 руб.,7500.0,6370.0,9,1500.0,66831701,0,45,1,Среднее,Состою в браке,2,1,1,0,1,0,2,2
12.0,от 20000 до 50000 руб.,25000.0,11685.0,6,5000.0,66831709,0,39,0,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,5,5
3.0,от 20000 до 50000 руб.,20000.0,6570.0,9,730.0,66831843,0,30,0,Высшее,Состою в браке,1,1,1,0,1,1,1,1
16.0,от 5000 до 10000 руб.,7500.0,4949.0,10,550.0,66831872,0,24,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,2,1
28.0,от 20000 до 50000 руб.,10000.0,23154.0,8,4086.0,66831973,0,26,0,Среднее,Не состоял в браке,0,0,1,0,0,0,2,2
48.0,от 20000 до 50000 руб.,17000.0,25998.0,12,11000.0,66832048,0,60,0,Неполное среднее,Состою в браке,0,0,1,0,0,1,2,2
12.0,от 10000 до 20000 руб.,12000.0,6209.0,6,690.0,66832257,0,31,1,Высшее,Разведен(а),1,1,1,0,1,0,2,2
420.0,от 5000 до 10000 руб.,9000.0,8988.0,10,1000.0,66832260,0,55,1,Среднее специальное,Разведен(а),1,0,1,0,1,0,1,1
62.0,от 10000 до 20000 руб.,8000.0,22000.0,12,3235.0,66832263,0,56,1,Высшее,Состою в браке,0,0,1,0,1,0,4,4
60.0,от 10000 до 20000 руб.,9000.0,3790.0,3,2500.0,66832310,0,24,0,Среднее,Состою в браке,3,3,1,0,0,0,2,2
48.0,от 20000 до 50000 руб.,15000.0,33476.0,10,3720.0,66832729,0,52,1,Среднее специальное,Разведен(а),2,0,1,1,0,0,1,1
13.0,от 10000 до 20000 руб.,15000.0,7000.0,9,750.0,66832762,0,29,0,Среднее,Состою в браке,1,1,1,0,0,0,6,5
36.0,от 10000 до 20000 руб.,12000.0,19125.0,6,10000.0,66832766,0,50,0,Неполное среднее,Состою в браке,2,1,1,0,1,0,1,1
